S.No.,AOC Date,e-Published Date,Title and Ref.No./Tender Id,State Name
b'56132.',b'25-Sep-2020 12:00 AM',b'21-May-2020 06:30 PM',"b'Construction of Interlocking concrete block pavement of Na-khangia Chakalibhoria Road to Ghumtal Gaon connecting road under SOPD-G for the Year 2019-20, under PWRD, Chabua, Duliajan and Naharkatia Territorial Road Division, Duliajan - Duliajan LAC./ DRC-XIII/16/98/NIT/DIB/242 / 2020_PWD_17625_30'",b'Assam',b'2020_PWD_17625_30'
b'56133.',b'07-Oct-2020 12:00 AM',b'21-May-2020 06:30 PM',b'Construction of road from NH-31 near Birpara TG factory to Falakata Block border with a link to Jateswar Division Junior High School under Sishu Jumra G.P under Alipurduar Zilla Parishad/ WBZP/ 01-EE/APD/2020-21 / 2020_ZPHD_283321_1',b'West Bengal',b'2020_ZPHD_283321_1'
b'56134.',b'30-May-2020 12:00 AM',b'21-May-2020 06:25 PM',b'Food Kit Purchase/ 65/CRA/FoodKit / 2020_UPBOR_473843_1',b'Uttar Pradesh',b'2020_UPBOR_473843_1'
b'56135.',b'03-Jul-2020 12:00 AM',b'21-May-2020 06:20 PM',b'Water Supply Scheme At Chethar Tq.  Dharani  Dist  Amravati/ EE/RWSD / ZP / Ten / 02 /2020-21 / 2020_AMRAV_577930_16',b'Maharashtra',b'2020_AMRAV_577930_16'
b'56136.',b'18-Dec-2020 12:00 AM',b'21-May-2020 06:15 PM',"b'Procurement of  Primary chilled water pumps, secondary chilled water pumps and condenser water pumps spares for 2x660 MW, SSTPP, Dongalia./ PT-1139 / 2020_MPPGC_88937_1'",b'Madhya Pradesh',b'2020_MPPGC_88937_1'
b'56137.',b'05-Oct-2020 12:00 AM',b'21-May-2020 06:15 PM',"b'PROCUREMENT OF PLANT DESIGN, SUPPLY, INSTALLATION, TESTING and COMMISSIONING OF GOODS FOR UP GRADATION, EXPANSION AND STRENGTHENING OF EXISTING POST HARVEST INFRASTRUCTURE PROJECT AT ODDI, DISTRICT SHIMLA HP/ HPHDP PIU HPMC GOODS-ODDI-4 / 2020_HPMC_37359_1'",b'Himachal Pradesh',b'2020_HPMC_37359_1'
b'56138.',b'25-Sep-2020 12:00 AM',b'21-May-2020 06:10 PM',"b'Construction of Interlocking concrete block pavement of Kapahua Gaon connecting Tengakhat Collage road  Road under SOPD-G for the Year 2019-20, under PWRD, Chabua, Duliajan and Naharkatia Territorial Road Division, Duliajan - Duliajan LAC./ DRC-XIII/16/98/NIT/DIB/242 / 2020_PWD_17625_28'",b'Assam',b'2020_PWD_17625_28'
b'56139.',b'25-Sep-2020 12:00 AM',b'21-May-2020 06:10 PM',"b'Construction of Road from Jutulibari T.E. gate to Baoholia Bordubi connecting Road 0.00 m to 580.00 m under SOPD-G for the Year 2019-20, under PWRD, Chabua, Duliajan and Naharkatia Territorial Road Division, Duliajan - Duliajan LAC./ DRC-XIII/16/98/NIT/DIB/242 / 2020_PWD_17625_27'",b'Assam',b'2020_PWD_17625_27'
b'56140.',b'19-Sep-2020 12:00 AM',b'21-May-2020 06:00 PM',b'General maintenance including ordinary repairs and resurfacing of Lucknow - Sultanpur bypass Section of  NH-56 (Old)  ch. 101.170 to 102.064 and ch. 104.520 to 110.348 (Musafirkhana Abadi Portion)/ 1074 /1com.Su.a.cir./20 Dated 15.05.2020 / 2020_CEUFZ_473804_1',b'Uttar Pradesh',b'2020_CEUFZ_473804_1'
b'56121.',b'24-Sep-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Construction of RCC Minor bridge 2x6 Meter span Majhola Birhani Road (ODR) Km 7 (Ch.6.800) and Approach Road Under Rajya Yojna Anudan 57/83 financial year 2019-20/ 2035/6Nivia(ET)-8/2020 Date 20.05.2020 / 2020_CEBLY_473714_1',b'Uttar Pradesh',b'2020_CEBLY_473714_1'
b'56122.',b'01-Oct-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Providing Paving Block In front Of Vitthal Mandir At Chimbhala Tal Shrigonda Dist Ahmednagar/ GP/ RETENDER/ OPEN/ CIVILWORK / 2019-20/ 1 / 2020_AHMED_578126_1',b'Maharashtra',b'2020_AHMED_578126_1'
b'56123.',b'17-Dec-2020 12:00 AM',b'22-May-2020 09:00 AM',"b'Proposed Construction of B.S.Drain at P.No.09 Mehbub Nagar area at Different  Location, Latur./ O.No. LCMC/Works/2994/ 2020 Dt. 04.05.2020 / 2020_LMC_577884_1'",b'Maharashtra',b'2020_LMC_577884_1'
b'56124.',b'04-Jan-2021 12:00 AM',b'22-May-2020 09:00 AM',"b'Proposed Development of Drain at P.No.14 from Old Ausa Road to Dadoji Kondadev Nagar, Latur./ O.No. LCMC/Works/2994/ 2020 Dt. 04.05.2020 / 2020_LMC_578005_1'",b'Maharashtra',b'2020_LMC_578005_1'
b'56125.',b'18-Sep-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Construction of culvert in Manaleyathupacha in Ward 3 of Pazhayakunnummel Grama Panchayath/ ET2/120/AE/LSGD/PKML/20-21 / 2020_LSGD_358485_1',b'Kerala',b'2020_LSGD_358485_1'
b'56126.',b'29-May-2020 12:00 AM',b'22-May-2020 09:00 AM',b'ZP School Sushobhikaran At.Gargaon Tal.Malegaon Dist.Nashik/ E Tender Notice NO. 1-2019-20 / 2020_NASHI_578091_1',b'Maharashtra',b'2020_NASHI_578091_1'
b'56127.',b'23-Sep-2020 12:00 AM',b'21-May-2020 06:55 PM',b'DRILLING AND INSTALLATION OF HANDPUMP AT WARD NO. 05  NEAR KABRISTAN AND WARD NO. 08 IEDGAH. UNDER MUNICIPAL COUNCIL BANMORE DISTT. MORENA/ 577_01-04_19.05.2020/BANMORE / 2020_UAD_90134_3',b'Madhya Pradesh',b'2020_UAD_90134_3'
b'56128.',b'23-Sep-2020 12:00 AM',b'21-May-2020 06:55 PM',b'DRILLING OF 01 NOS  TUBEWELL AT WARD NO. 08 BANMORE VILLAGE UNDER MUNICIPAL COUNCIL BANMORE DISTT. MORENA/ 577_01-04_19.05.2020/BANMORE / 2020_UAD_90134_2',b'Madhya Pradesh',b'2020_UAD_90134_2'
b'56129.',b'01-Oct-2020 12:00 AM',b'21-May-2020 06:55 PM',b'DRILLING OF TUBEWELL WARD NO. 15 FOOLPUR AND WARD NO. 01 PAMAYA VILLAGE. UNDER MUNICIPAL COUNCIL BANMORE DISTT. MORENA/ 577_01-04_19.05.2020/BANMORE / 2020_UAD_90134_1',b'Madhya Pradesh',b'2020_UAD_90134_1'
b'56130.',b'25-Sep-2020 12:00 AM',b'21-May-2020 06:50 PM',"b'Re-construction of Tengakhat Chakalivoria Road under SOPD-G for the Year 2019-20, under PWRD, Chabua, Duliajan and Naharkatia Territorial Road Division, Duliajan - Duliajan LAC./ DRC-XIII/16/98/NIT/DIB/242 / 2020_PWD_17625_33'",b'Assam',b'2020_PWD_17625_33'
b'56101.',b'19-Aug-2020 12:00 AM',b'22-May-2020 09:00 AM',b'ADOOR MUNCIPALITY . CMLRRP2020_21.KERALAPADI MARTHOMASCHOOL PADI ROAD IMPROVEMENT IN WARD_5  E1/2898/2020/ E1/2898/2020/ CMLRRP/ADR / 2020_LSGD_358335_3',b'Kerala',b'2020_LSGD_358335_3'
b'56102.',b'26-Jun-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Asphalting of Saraf Peth Mangal Vastram to Krantisinha Nana Patil Statue and Ganesh Footwear to Varude Taylor and Kalpana Furniture to Salim Tamboli Shop at Ganesh Peth./ PWD _Work No-06/2020 / 2020_DMA_578074_1',b'Maharashtra',b'2020_DMA_578074_1'
b'56103.',b'18-Sep-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Construction of culvert in Manaleyathupacha in Ward 3 of Pazhayakunnummel Grama Panchayath/ ET2/120/AE/LSGD/PKML/20-21 / 2020_LSGD_358485_1',b'Kerala',b'2020_LSGD_358485_1'
b'56104.',b'19-Aug-2020 12:00 AM',b'22-May-2020 09:00 AM',b'ADOOR MUNCIPALITY. CMLRRP 2020_21. PUTHUSSERRY COLONY ROAD IMPROVEMENT IN WARD 18 19 20  E1/2901/2020/ E1/2898/2020/ CMLRRP/ADR / 2020_LSGD_358335_1',b'Kerala',b'2020_LSGD_358335_1'
b'56105.',b'19-Aug-2020 12:00 AM',b'22-May-2020 09:00 AM',b'ADOOR MUNCIPALITY CMLRRP 2020_21 IMPROVEMENTS OF POTHRAD-IKKADU ROAD IN WARD 8. E1/2905/2020/ E1/2898/2020/ CMLRRP/ADR / 2020_LSGD_358335_5',b'Kerala',b'2020_LSGD_358335_5'
b'56106.',b'16-Jun-2020 12:00 AM',b'22-May-2020 09:00 AM',"b'Construction of Anganwadi Building At-Dhavale, Tal-Poladpur, Dist-Raigad/ POLADPUR/GOVELE/2019-20/002 / 2020_RAIGA_578105_1'",b'Maharashtra',b'2020_RAIGA_578105_1'
b'56107.',b'30-Sep-2020 12:00 AM',b'22-May-2020 09:00 AM',b'CONSTRUCTION OF MATERIAL RECOVERY FACILITY CENTRE IN WARD 06/ 411 / 2020_UAD_90145_1',b'Madhya Pradesh',b'2020_UAD_90145_1'
b'56108.',b'06-Jun-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Constructing Cement Concrete road at Rajwada  Savargaon Tal - Nandgaon Dist - Nashik/ Tender No.01/2020-21 / 2020_NASHI_578084_1',b'Maharashtra',b'2020_NASHI_578084_1'
b'56109.',b'11-Aug-2020 12:00 AM',b'22-May-2020 09:00 AM',"b'Asphalting of Kundal Road to Dudh Sangh, Water Tank, Mukbadhir School to Sangli Road Hotmix in Municipal Boundary/ PWD _Work No-05/2020 / 2020_DMA_578069_1'",b'Maharashtra',b'2020_DMA_578069_1'
b'56110.',b'06-Aug-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Renovation of Sub Health Centre at village Raghuana in Sirsa Distt. (reinvited)/ Renovation of Sub Health Centre at village Raghuan / 2020_HRY_129258_1',b'Haryana',b'2020_HRY_129258_1'
b'56081.',b'22-Jun-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Renewal Work of Rasoolpur Mavaiya Link Road./ 872/1A Nivida /2020 Date 05-03-2020 / 2020_CEALD_449767_101',b'Uttar Pradesh',b'2020_CEALD_449767_101'
b'56082.',b'04-Jan-2021 12:00 AM',b'22-May-2020 09:00 AM',"b'Proposed Construction of Nala at P.No.02 Saibaba Nagar back side of Sujaoddin Masjid, Latur.Proposed Construction of Nala at P.No.02 Saibaba Nagar back side of Sujaoddin Masjid, Latur./ O.No. LCMC/Works/2994/ 2020 Dt. 04.05.2020 / 2020_LMC_577785_1'",b'Maharashtra',b'2020_LMC_577785_1'
b'56083.',b'16-Jun-2020 12:00 AM',b'22-May-2020 09:00 AM',"b'Construction of Anganwadi Building At-Dhavale, Tal-Poladpur, Dist-Raigad/ POLADPUR/GOVELE/2019-20/002 / 2020_RAIGA_578105_1'",b'Maharashtra',b'2020_RAIGA_578105_1'
b'56084.',b'30-May-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Construction of 14 va Vitta Ayog Development Work at Meshi  Tal.Deola Dist.Nashik/ Etender Notice No.01 For 2020-2021_01 / 2020_NASHI_577901_2',b'Maharashtra',b'2020_NASHI_577901_2'
b'56085.',b'29-May-2020 12:00 AM',b'22-May-2020 09:00 AM',b'ZP School Sushobhikaran At.Gargaon Tal.Malegaon Dist.Nashik/ E Tender Notice NO. 1-2019-20 / 2020_NASHI_578091_1',b'Maharashtra',b'2020_NASHI_578091_1'
b'56086.',b'26-Dec-2020 12:00 AM',b'22-May-2020 09:00 AM',"b'SHIFFTING OF DISMANTALLED AND SCRAP MATERIAL FROM SWITCHYARD TO OPEN STORE AT 132 KV S/S SAIDPUR  UNDER ETD-II, VARANASI/ E-tender No. 27 ETC(GZP)/2020-21 / 2020_UPTCL_473807_1'",b'Uttar Pradesh',b'2020_UPTCL_473807_1'
b'56087.',b'01-Oct-2020 12:00 AM',b'22-May-2020 09:00 AM',b'CONSTRUCTION OF RCC DRAIN SAKIR BHAI TO WAHID BHAI HOUSE IN WARD 11/ 411 / 2020_UAD_90149_1',b'Madhya Pradesh',b'2020_UAD_90149_1'
b'56088.',b'31-Dec-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Work Name  PW2  7355  2020  CMLRRP   Paving interlocking tiles and retarring &amp;#x0d;\nat Korakkampailly Kottammolapadam road in ward 12 of Kalamassery Municipality&amp;#x0d;/ PW2/7355/2020 / 2020_LSGD_358352_1',b'Kerala',b'2020_LSGD_358352_1'
b'56089.',b'17-Aug-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Procurement of 630 Amps Non-Fusible Copper Links/ DMM(SB)/01/TCU/67948/20-21/A / 2020_BEST_577461_1',b'Maharashtra',b'2020_BEST_577461_1'
b'56090.',b'17-Dec-2020 12:00 AM',b'22-May-2020 09:00 AM',"b'Proposed Construction Drain and Road at Mali Galli, Latur./ O.No. LCMC/Works/2994/ 2020 Dt. 04.05.2020 / 2020_LMC_578037_1'",b'Maharashtra',b'2020_LMC_578037_1'
b'56071.',b'04-Jan-2021 12:00 AM',b'22-May-2020 09:00 AM',"b'Proposed Development of Drain at P.No.14 from Old Ausa Road to Dadoji Kondadev Nagar, Latur./ O.No. LCMC/Works/2994/ 2020 Dt. 04.05.2020 / 2020_LMC_578005_1'",b'Maharashtra',b'2020_LMC_578005_1'
b'56072.',b'17-Aug-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Procurement of 630 Amps Non-Fusible Copper Links/ DMM(SB)/01/TCU/67948/20-21/A / 2020_BEST_577461_1',b'Maharashtra',b'2020_BEST_577461_1'
b'56073.',b'26-Dec-2020 12:00 AM',b'22-May-2020 09:00 AM',b'CUTTING AND DISPOSAL OF GRASS CUTTING OF SMALL PLANTS AND SPRAYING OF GLYCEL IN THE SWITCHYARD AREA AND STOREYARD AT 132 KV S/S ZAMANIA/ E-tender No. 26 ETC(GZP)/2020-21 / 2020_UPTCL_473801_2',b'Uttar Pradesh',b'2020_UPTCL_473801_2'
b'56074.',b'27-Jul-2020 12:00 AM',b'22-May-2020 09:00 AM',b'BUILDING/ 05/AEE/LSGD/VKLA/2020 / 2020_LSGD_358482_1',b'Kerala',b'2020_LSGD_358482_1'
b'56075.',b'17-Dec-2020 12:00 AM',b'22-May-2020 09:00 AM',"b'Proposed Construction Drain and Road at Mali Galli, Latur./ O.No. LCMC/Works/2994/ 2020 Dt. 04.05.2020 / 2020_LMC_578037_1'",b'Maharashtra',b'2020_LMC_578037_1'
b'56076.',b'04-Jan-2021 12:00 AM',b'22-May-2020 09:00 AM',"b'Proposed Construction of Nala at P.No.02 Saibaba Nagar back side of Sujaoddin Masjid, Latur.Proposed Construction of Nala at P.No.02 Saibaba Nagar back side of Sujaoddin Masjid, Latur./ O.No. LCMC/Works/2994/ 2020 Dt. 04.05.2020 / 2020_LMC_577785_1'",b'Maharashtra',b'2020_LMC_577785_1'
b'56077.',b'29-Dec-2020 12:00 AM',b'22-May-2020 09:00 AM',"b'Proposed Development of RCC Drain from H.of Baheti to Sonwalkar at Badade Nagar in P.No. 05, Latur./ O.No. LCMC/Works/2994/ 2020 Dt. 04.05.2020 / 2020_LMC_577828_1'",b'Maharashtra',b'2020_LMC_577828_1'
b'56078.',b'21-Jul-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Construction of a small bridge over the road from 24 Karat Residency Road to Dhawale Vasti/ PWD _Work No-04/2020 / 2020_DMA_578065_1',b'Maharashtra',b'2020_DMA_578065_1'
b'56079.',b'16-Jun-2020 12:00 AM',b'22-May-2020 09:00 AM',"b'Construction of Anganwadi Building At-Dhavale, Tal-Poladpur, Dist-Raigad/ POLADPUR/GOVELE/2019-20/002 / 2020_RAIGA_578105_1'",b'Maharashtra',b'2020_RAIGA_578105_1'
b'56080.',b'03-Jul-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Rate Contract of Hand Pump Spare Part India Mark -II At Amravati Dist Amravati/ EE/RWSD/ ZP / Tender /03/2020-21 / 2020_AMRAV_577897_1',b'Maharashtra',b'2020_AMRAV_577897_1'
b'56061.',b'19-Aug-2020 12:00 AM',b'22-May-2020 09:00 AM',"b'ADOOR MUNCIPALITY ,CMLRRP-2020-21. TB JUNCTION EDATHINAL PADI- MANKUNNATHU ROAD IN WARD_17 E1/2900/2020/ E1/2898/2020/ CMLRRP/ADR / 2020_LSGD_358335_4'",b'Kerala',b'2020_LSGD_358335_4'
b'56062.',b'04-Aug-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Widening of Gajipur Vijayipur Road (ODR)&amp;#x0d;\n (length 33.775 Km.)&amp;#x0d;/ 1519/95C/etendering/P.F.C/2020 Dt 02.5.2020 / 2020_CEALD_473934_1',b'Uttar Pradesh',b'2020_CEALD_473934_1'
b'56063.',b'19-Aug-2020 12:00 AM',b'22-May-2020 09:00 AM',b'ADOOR MUNCIPALITY CMLRRP 2020_21 IMPROVEMENTS OF POTHRAD-IKKADU ROAD IN WARD 8. E1/2905/2020/ E1/2898/2020/ CMLRRP/ADR / 2020_LSGD_358335_5',b'Kerala',b'2020_LSGD_358335_5'
b'56064.',b'18-Dec-2020 12:00 AM',b'22-May-2020 09:00 AM',"b'Proposed Development of RCC Drain at Sidheshwar Nagar and surrounding area in P.No.05, Latur./ O.No. LCMC/Works/2994/ 2020 Dt. 04.05.2020 / 2020_LMC_577814_1'",b'Maharashtra',b'2020_LMC_577814_1'
b'56065.',b'24-Jun-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Rough cost Estimate for Prov and Inst. of 40 HP Deep Straight bore tubewell at Maharana Partap Nagar in Ward No. 11 (against failed tubewell) (GQ)./ 37/XEN/OandM/Z-A / 2020_DLG_47848_4',b'Punjab',b'2020_DLG_47848_4'
b'56066.',b'04-Jan-2021 12:00 AM',b'22-May-2020 09:00 AM',"b'Proposed Construction of Nala at P.No.02 Saibaba Nagar back side of Sujaoddin Masjid, Latur.Proposed Construction of Nala at P.No.02 Saibaba Nagar back side of Sujaoddin Masjid, Latur./ O.No. LCMC/Works/2994/ 2020 Dt. 04.05.2020 / 2020_LMC_577785_1'",b'Maharashtra',b'2020_LMC_577785_1'
b'56067.',b'27-Jul-2020 12:00 AM',b'22-May-2020 09:00 AM',b'BUILDING CONSTRUCTION/ 05/AEE/LSGD/VKLA/2020 / 2020_LSGD_358482_4',b'Kerala',b'2020_LSGD_358482_4'
b'56068.',b'22-Jun-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Renewal Work of Rasoolpur Mavaiya Link Road./ 872/1A Nivida /2020 Date 05-03-2020 / 2020_CEALD_449767_101',b'Uttar Pradesh',b'2020_CEALD_449767_101'
b'56069.',b'18-Sep-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Construction of culvert in Manaleyathupacha in Ward 3 of Pazhayakunnummel Grama Panchayath/ ET2/120/AE/LSGD/PKML/20-21 / 2020_LSGD_358485_1',b'Kerala',b'2020_LSGD_358485_1'
b'56070.',b'08-Jun-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Ward no. 5 mai Jaibhagwan ke makan se Bhola ke makan tak C.C Road work./ 44/NPF/2020-21 / 2020_DOLBU_473108_1',b'Uttar Pradesh',b'2020_DOLBU_473108_1'
b'56051.',b'29-Sep-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Improvement of Hokajan Bhuyanpara connected Road under SOPD-G for the year 2019-20 under Tezpur Sootea and Rangapara Territorial Road Division Tezpur (Sootea LAC)/ ACE/T/CS/SRSS/20-21/10 / 2020_PWD_17653_3',b'Assam',b'2020_PWD_17653_3'
b'56052.',b'12-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Special Repairs To Borgaon Water Supply Scheme  TAH - Gondpipri  DISTT. CHANDRAPUR/ RWS_ZP_CHANDRAPUR 4/2020-21 / 2020_CHAND_577887_15',b'Maharashtra',b'2020_CHAND_577887_15'
b'56053.',b'25-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',b'ST BT to  Smashan Shed  road at Farakatewadi Taluka  Kagal Dist Kolhapur/ 11 for 2020-21 (OPEN) (B1) / 2020_PWDRP_577870_49',b'Maharashtra',b'2020_PWDRP_577870_49'
b'56054.',b'13-Jul-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Settlement/ 13(195) DM (D)/EX/SETT/2019-20/(P-I)/ 1664-66 / 2020_Excis_10125_1',b'Tripura',b'2020_Excis_10125_1'
b'56055.',b'28-Jun-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Laying of mix from Dept. Hot Mix Plant for Patch Repair of Village Roads in block Milak./ 410/E-Nivida/19-20 Dated 16.03.2020 / 2020_CEMBD_473406_23',b'Uttar Pradesh',b'2020_CEMBD_473406_23'
b'56056.',b'30-Sep-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Mangalapuram GP-2020-21- Mullassery - Kattuvila road metalling and tarring in ward XVII/ 01/AE/LSGD/MGPM/2020-21 / 2020_LSGD_357821_7',b'Kerala',b'2020_LSGD_357821_7'
b'56057.',b'28-Jun-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Supply of 13.2 m.m / 11.2 m.m / 6.7 m.m Stone Grit at Hot Mix Plant Panwaria for Patch Repair in block Chamrawa./ 410/E-Nivida/19-20 Dated 16.03.2020 / 2020_CEMBD_473406_22',b'Uttar Pradesh',b'2020_CEMBD_473406_22'
b'56058.',b'17-Jun-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Supply of 3m Diameter 20m long Geo Tube at Headquarter Store Sitapur (Lot-1)/ 01/EE/2020-21 / 2020_UPIDC_472824_1',b'Uttar Pradesh',b'2020_UPIDC_472824_1'
b'56059.',b'26-Jun-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Asphalting of Saraf Peth Mangal Vastram to Krantisinha Nana Patil Statue and Ganesh Footwear to Varude Taylor and Kalpana Furniture to Salim Tamboli Shop at Ganesh Peth./ PWD _Work No-06/2020 / 2020_DMA_578074_1',b'Maharashtra',b'2020_DMA_578074_1'
b'56060.',b'31-Dec-2020 12:00 AM',b'22-May-2020 09:00 AM',b'Work Name  PW2  7355  2020  CMLRRP   Paving interlocking tiles and retarring &amp;#x0d;\nat Korakkampailly Kottammolapadam road in ward 12 of Kalamassery Municipality&amp;#x0d;/ PW2/7355/2020 / 2020_LSGD_358352_1',b'Kerala',b'2020_LSGD_358352_1'
b'56041.',b'27-Jun-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Supply of 13.2 m.m / 11.2 m.m / 6.7 m.m Stone Grit at Hot Mix Plant Panwaria for Patch Repair in block Milak./ 410/E-Nivida/19-20 Dated 16.03.2020 / 2020_CEMBD_473406_20',b'Uttar Pradesh',b'2020_CEMBD_473406_20'
b'56042.',b'01-Jul-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Supply of Material and Skilled Labour for   Remodeling and Renovation of Pond at Vill. Punnawal  Block Dhuri Distt. Sangrur (NREGA Work)/ PRD/S/20/1126-52/01 / 2020_DRDP_47815_1',b'Punjab',b'2020_DRDP_47815_1'
b'56043.',b'27-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Bed and slope lining/ SID -02/2020-21 / 2020_CEBBU_61196_7',b'Odisha',b'2020_CEBBU_61196_7'
b'56044.',b'27-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',"b'Guard wall, bed lining, fall/ SID -02/2020-21 / 2020_CEBBU_61196_12'",b'Odisha',b'2020_CEBBU_61196_12'
b'56045.',b'04-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Re construction of Borjhar to Balijan Kachari Road of Barchalla LAC under SOPD G for the year 2019 20/ TRC/TB/SOPD(G)/27/2019-20 / 2020_PWD_17677_6',b'Assam',b'2020_PWD_17677_6'
b'56046.',b'27-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Bed and slope lining/ SID -02/2020-21 / 2020_CEBBU_61196_8',b'Odisha',b'2020_CEBBU_61196_8'
b'56047.',b'10-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Providing and fixing Paving Block Around Mhasoba Devalaya at Mouje Shindewadi  Taluka Kagal Dist Kolhapur/ 11 for 2020-21 (OPEN) (B1) / 2020_PWDRP_577870_26',b'Maharashtra',b'2020_PWDRP_577870_26'
b'56048.',b'04-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Re construction of NH 15 to Rangapara Road S.D.B.C Patch repair etc. under SOPD G for the year 2019 20/ TRC/TB/SOPD(G)/27/2019-20 / 2020_PWD_17677_7',b'Assam',b'2020_PWD_17677_7'
b'56049.',b'24-Jun-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Maintenance of PWD Office Campus Bijnor/ 13/E-Tender/20-21 Dt. 30.04.2020 / 2020_CEMBD_473050_4',b'Uttar Pradesh',b'2020_CEMBD_473050_4'
b'56050.',b'26-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Improvement of road from Kachari Balijan to Pub Bhanga Mandir of Barchalla LAC under SOPD G for the year 2019 20/ TRC/TB/SOPD(G)/27/2019-20 / 2020_PWD_17677_12',b'Assam',b'2020_PWD_17677_12'
b'56031.',b'27-Jul-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Construction of Internal Gutters at Bachni Taluka Kagal Dist Kolhapur/ 11 for 2020-21 (OPEN) (B1) / 2020_PWDRP_577870_53',b'Maharashtra',b'2020_PWDRP_577870_53'
b'56032.',b'16-Jun-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Construction of Retaining wall with   yard metalling/ CSD/MPM/02/2020-21 / 2020_KSEB_357869_1',b'Kerala',b'2020_KSEB_357869_1'
b'56033.',b'24-Nov-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Construction of Boys Toilet in PU Primary School at Kilavikulam Village of Narikudi Block in Virudhunagar District in Package no. 11 under RCSIDS for the year 2019-20/ C6/1333/2020 dtd.21.05.2020 / 2020_RDTN_164480_11',b'Tamil Nadu',b'2020_RDTN_164480_11'
b'56034.',b'24-Nov-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Construction of Girls Toilet in PU Primary School at Chettikurichi Village of Aruppukottai Block in Virudhunagar District in Package no. 1 under RCSIDS for the year 2019-20/ C6/1333/2020 dtd.21.05.2020 / 2020_RDTN_164480_1',b'Tamil Nadu',b'2020_RDTN_164480_1'
b'56035.',b'23-Nov-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Proposed  construction of closed   Road side R.C.C. Gutter from nilakantha otari house to nandakumar tamboli house./ MEDHAMC/106/2020-21 / 2020_DMA_578113_2',b'Maharashtra',b'2020_DMA_578113_2'
b'56036.',b'01-Sep-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Proposed  construction of concrete road retaning wall and CD work from dhabdaba road main road (mahableshwar satara road) to nala. Proposed  construction of pipe  culvert over nala./ MEDHAMC/106/2020-21 / 2020_DMA_578113_1',b'Maharashtra',b'2020_DMA_578113_1'
b'56037.',b'10-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Construction of Chakia Hayatnagar to Chakia ka Majra Sampark Marg./ 1027/E-Nivida-R.Circle/20-21 Dt.28.04.2020 / 2020_CEMBD_473653_5',b'Uttar Pradesh',b'2020_CEMBD_473653_5'
b'56038.',b'04-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Re construction of Borjhar to Balijan Kachari Road of Barchalla LAC under SOPD G for the year 2019 20/ TRC/TB/SOPD(G)/27/2019-20 / 2020_PWD_17677_6',b'Assam',b'2020_PWD_17677_6'
b'56039.',b'04-Aug-2020 12:00 AM',b'22-May-2020 10:00 AM',b'Re construction of NH 15 to Rangapara Road S.D.B.C Patch repair etc. under SOPD G for the year 2019 20/ TRC/TB/SOPD(G)/27/2019-20 / 2020_PWD_17677_7',b'Assam',b'2020_PWD_17677_7'
